time,comp_dis,comp_auto,comp_conn,batt_cap,batt_volt,batt_cur,batt_temp,mas_dn,mas_up,mas_lt,mas_rt,mas_a,mas_b,mas_x,mas_y,mas_l1,mas_l2,mas_r1,mas_r2,mas_lx,mas_ly,mas_rx,mas_ry,imu_cal,imu_hdg,imu_rot,imu_euler_pitch,imu_euler_yaw,imu_euler_roll,imu_acc_x,imu_acc_y,imu_acc_z,gps_x,gps_y,gps_pitch,gps_yaw,gps_roll,gps_hdg,gps_rot,gps_acc_x,gps_acc_y,gps_acc_z,gps_error,gps_gyro_x,gps_gyro_y,gps_gyro_z,left_vel,left_cur,left_pos,left_volt,left_temp,right_vel,right_cur,right_pos,right_volt,right_temp
00000411,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.872306,-85.475289,-6.688908,274.524711,0.000000,0.086914,0.031494,-1.000977,3.774030,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,-6.000000,30.000000
00000432,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.874057,-85.473622,-6.690654,274.526378,0.000000,0.093750,0.028076,-1.003906,3.774030,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000454,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.873529,-85.472215,-6.693483,274.527785,0.000000,0.091309,0.030273,-1.005859,3.818328,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000474,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.873452,-85.472687,-6.691920,274.527313,0.000000,0.081055,0.036133,-1.002441,3.829444,inf,inf,inf,-0.000000,0.000000,0.000000,6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000494,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.876143,-85.469640,-6.697302,274.530360,0.000000,0.089844,0.033936,-1.002930,3.862896,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000519,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.874502,-85.471375,-6.695815,274.528625,0.000000,0.088379,0.031006,-1.001221,3.879679,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000539,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.880014,-85.468131,-6.700619,274.531869,0.000000,0.090088,0.033447,-1.007324,3.907736,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,-6.000000,30.000000
00000559,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.878819,-85.468691,-6.699469,274.531309,0.000000,0.088135,0.032227,-0.997314,3.924621,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000581,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.881381,-85.465699,-6.703691,274.534301,0.000000,0.085449,0.033447,-1.007568,3.952847,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000601,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.881012,-85.467373,-6.702556,274.532627,0.000000,0.084961,0.033936,-1.002441,3.964168,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000624,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.883737,-85.462141,-6.708673,274.537859,0.000000,0.086914,0.032715,-1.003662,3.998230,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,6.000000,30.000000
00000644,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.885030,-85.460187,-6.709724,274.539813,0.000000,0.089600,0.033447,-1.004883,4.043884,inf,inf,inf,-0.000000,0.000000,0.000000,-12.000000,30.000000,0.000000,0.000000,0.000000,-6.000000,30.000000
00000664,0,0,0,64.000000,13012.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.886765,-85.458678,-6.711639,274.541322,0.000000,0.091797,0.032715,-1.002197,4.043884,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000687,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.887021,-85.457674,-6.713091,274.542326,0.000000,0.083008,0.035400,-1.006592,4.089810,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000707,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.889416,-85.455782,-6.714052,274.544218,0.000000,0.090576,0.032471,-1.000977,4.089810,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000727,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.889530,-85.453391,-6.715973,274.546609,0.000000,0.084717,0.031494,-1.000244,4.136007,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000750,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.891818,-85.452401,-6.717483,274.547599,0.000000,0.087158,0.030762,-1.001953,4.136007,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000770,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.892974,-85.452900,-6.718783,274.547100,0.000000,0.089844,0.033936,-1.002930,4.182476,inf,inf,inf,-0.000000,0.000000,0.000000,6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000790,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.892700,-85.451465,-6.720703,274.548535,0.000000,0.089600,0.034180,-0.998535,4.182476,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000814,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.894212,-85.449689,-6.724103,274.550311,0.000000,0.087891,0.034912,-1.003906,4.229217,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000834,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.892889,-85.450325,-6.722251,274.549675,0.000000,0.083984,0.031982,-1.003906,4.240945,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000854,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.895498,-85.446636,-6.728023,274.553364,0.000000,0.090820,0.034912,-1.003174,4.276230,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000877,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.893365,-85.447634,-6.725752,274.552366,0.000000,0.085205,0.035400,-1.003418,4.288026,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000897,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.896322,-85.442306,-6.731050,274.557694,0.000000,0.092041,0.035889,-1.002686,4.323516,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000919,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.895408,-85.444683,-6.729225,274.555317,0.000000,0.085693,0.032227,-1.004150,4.335381,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,6.000000,30.000000
00000939,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.898384,-85.439212,-6.733896,274.560788,0.000000,0.087158,0.033691,-1.003906,4.371076,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000959,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.897287,-85.440250,-6.732643,274.559750,0.000000,0.085938,0.035645,-1.002930,4.388981,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00000981,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.899653,-85.436323,-6.736918,274.563677,0.000000,0.082275,0.034668,-1.006348,4.418907,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,-6.000000,30.000000
00001001,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.901546,-85.433352,-6.740846,274.566648,0.000000,0.085693,0.035156,-1.004150,4.467012,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001041,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.902493,-85.430565,-6.743724,274.569435,0.000000,0.088135,0.031738,-1.002686,4.515389,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,6.000000,30.000000
00001075,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.902141,-85.432088,-6.742424,274.567912,0.000000,0.087402,0.035400,-1.002930,4.527526,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001095,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.904198,-85.427853,-6.746764,274.572147,0.000000,0.084229,0.031494,-1.001221,4.564040,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,12.000000,30.000000
00001118,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.903614,-85.428741,-6.745397,274.571259,0.000000,0.090576,0.029297,-1.002930,4.576245,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,6.000000,30.000000
00001138,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.906500,-85.424015,-6.749532,274.575985,0.000000,0.089600,0.031250,-1.003662,4.612964,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001158,0,0,0,64.000000,13011.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.906211,-85.426303,-6.748311,274.573697,0.000000,0.085205,0.031982,-1.002930,4.625237,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001181,0,0,0,64.000000,13011.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.908796,-85.421529,-6.751375,274.578471,0.000000,0.085938,0.029785,-1.005371,4.662161,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001201,0,0,0,64.000000,13011.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.907601,-85.422089,-6.750835,274.577911,0.000000,0.087402,0.031494,-1.006836,4.680680,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,-6.000000,30.000000
00001221,0,0,0,64.000000,13011.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.911144,-85.418598,-6.753628,274.581402,0.000000,0.084961,0.034424,-1.001953,4.711631,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,6.000000,30.000000
00001244,0,0,0,64.000000,13011.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.912103,-85.416297,-6.756208,274.583703,0.000000,0.085205,0.031006,-1.002930,4.761374,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001264,0,0,0,64.000000,13011.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.912972,-85.415607,-6.757442,274.584393,0.000000,0.088623,0.032227,-1.003174,4.761374,inf,inf,inf,-0.000000,0.000000,0.000000,6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001284,0,0,0,64.000000,13011.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.914511,-85.414145,-6.759303,274.585855,0.000000,0.090576,0.031494,-1.002197,4.811391,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001307,0,0,0,64.000000,13011.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.914827,-85.412923,-6.760329,274.587077,0.000000,0.081299,0.032471,-1.004639,4.811391,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001327,0,0,0,64.000000,13011.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.917691,-85.410682,-6.761502,274.589318,0.000000,0.090820,0.030518,-1.000488,4.861681,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001347,0,0,0,64.000000,13011.000000,430.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.917498,-85.409876,-6.763334,274.590124,0.000000,0.080078,0.031250,-1.004150,4.861681,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001370,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.921732,-85.409043,-6.765109,274.590957,0.000000,0.089111,0.031006,-1.001465,4.912245,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,-6.000000,30.000000
00001390,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.921862,-85.408107,-6.766166,274.591893,0.000000,0.088867,0.029785,-1.000244,4.912245,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001419,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.922896,-85.405198,-6.768837,274.594802,0.000000,0.085938,0.033447,-1.004883,4.963083,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,6.000000,30.000000
00001439,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.922723,-85.406188,-6.767884,274.593812,0.000000,0.086182,0.035156,-1.003174,4.982217,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001459,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.927260,-85.403422,-6.772431,274.596578,0.000000,0.087158,0.031982,-1.002197,5.014194,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,6.000000,30.000000
00001482,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.924968,-85.404159,-6.770995,274.595841,0.000000,0.088867,0.029541,-1.003662,5.033432,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001502,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.927968,-85.401366,-6.776301,274.598634,0.000000,0.084717,0.034180,-1.002686,5.065581,inf,inf,inf,-0.000000,0.000000,0.000000,6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001522,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.927511,-85.401181,-6.774366,274.598819,0.000000,0.086426,0.030518,-1.004639,5.078470,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001545,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.929353,-85.396919,-6.780269,274.603081,0.000000,0.086426,0.031738,-1.002197,5.117244,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001565,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.929949,-85.395649,-6.781997,274.604351,0.000000,0.085938,0.034668,-1.004395,5.169183,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001585,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.930954,-85.395137,-6.784472,274.604863,0.000000,0.088135,0.033203,-1.001465,5.169183,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001608,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.933512,-85.392876,-6.786403,274.607124,0.000000,0.090332,0.030273,-0.999512,5.221395,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001628,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.933089,-85.391428,-6.788016,274.608572,0.000000,0.083252,0.032715,-1.004883,5.221395,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001648,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.936376,-85.390793,-6.789503,274.609207,0.000000,0.089600,0.031494,-1.003418,5.273882,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001671,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.937095,-85.390076,-6.790888,274.609924,0.000000,0.092773,0.035156,-1.001953,5.273882,inf,inf,inf,-0.000000,0.000000,0.000000,-6.000000,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000
00001691,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.936188,-85.387241,-6.792151,274.612759,0.000000,0.078857,0.033203,-1.002441,5.326643,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,6.000000,30.000000
00001714,0,0,0,64.000000,13011.000000,438.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,inf,inf,inf,inf,inf,inf,inf,inf,-1.430291,1.240367,5.936746,-85.387999,-6.791675,274.612001,0.000000,0.079102,0.031494,-1.002197,5.346499,inf,inf,inf,-0.000000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,6.000000,30.000000
