time,comp_dis,comp_auto,comp_conn,batt_cap,batt_volt,batt_cur,batt_temp,mas_dn,mas_up,mas_lt,mas_rt,mas_a,mas_b,mas_x,mas_y,mas_lx,mas_ly,mas_rx,mas_ry,imu_cal,imu_hdg,imu_rot,imu_euler_pitch,imu_euler_yaw,imu_euler_roll,imu_acc_x,imu_acc_y,imu_acc_z,gps_x,gps_y,gps_pitch,gps_yaw,gps_roll,gps_hdg,gps_rot,gps_acc_x,gps_acc_y,gps_acc_z,gps_error,gps_gyro_x,gps_gyro_y,gps_gyro_z,left_vel,left_cur,left_pos,left_volt,left_temp,right_vel,right_cur,right_pos,right_volt,right_temp
00016785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.000000,0.000000,0.000000,0.000000,0,306.038776,-53.961224,1.509204,-53.961224,-3.142263,0.032959,0.168701,-1.218506,-0.286602,1.130570,10.071150,-151.677027,-3.710005,208.322973,0.000000,-0.402832,0.174316,-1.167236,0.009791,0.032959,0.168701,-1.218506,114.533333,123.000000,13.570000,5741.000000,35.000000,88.933333,473.000000,14.521111,5796.000000,35.000000
00016805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.000000,0.000000,0.000000,18.000000,0,306.429886,-53.570114,1.599175,-53.570114,-3.175297,0.027100,0.043701,-0.858887,-0.276976,1.137872,10.165153,-150.982370,-3.640676,209.017630,0.000000,0.532471,-0.187256,-0.947754,0.009789,0.027100,0.043701,-0.858887,112.600000,109.000000,13.607778,5581.000000,35.000000,91.200000,390.000000,14.552222,5513.000000,35.000000
00016825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.000000,0.000000,0.000000,40.000000,0,306.732523,-53.267477,1.605388,-53.267477,-3.326495,0.040771,0.118408,-1.062500,-0.262693,1.157327,10.152904,-150.692811,-3.632450,209.307189,0.000000,0.449951,-0.188965,-0.852295,0.009789,0.040771,0.118408,-1.062500,122.866667,169.000000,13.645556,6560.000000,35.000000,74.933333,252.000000,14.578889,3918.000000,35.000000
00016848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.000000,0.000000,0.000000,40.000000,0,306.955536,-53.044464,1.598561,-53.044464,-3.254811,-0.019775,0.049072,-1.008301,-0.247946,1.176474,9.980500,-150.521947,-3.616669,209.478053,0.000000,-0.405029,0.132324,-1.292480,0.009789,-0.019775,0.049072,-1.008301,143.066667,297.000000,13.681111,8020.000000,35.000000,58.800000,106.000000,14.601111,2181.000000,35.000000
00016868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.000000,0.000000,0.000000,44.000000,0,307.124435,-52.875565,1.356729,-52.875565,-3.213212,-0.001465,0.045166,-0.959717,-0.232668,1.196320,10.203699,-150.340250,-3.580394,209.659750,0.000000,0.445068,0.084961,-0.944336,0.009789,-0.001465,0.045166,-0.959717,162.866667,411.000000,13.734444,8550.000000,35.000000,37.333333,1.000000,14.615556,1497.000000,35.000000
00016891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,307.249408,-52.750592,1.314904,-52.750592,-3.173740,-0.007568,0.111816,-0.981689,-0.224970,1.205907,10.132831,-150.304200,-3.573106,209.695800,0.000000,0.175537,-0.316162,-1.013916,0.009789,-0.007568,0.111816,-0.981689,170.533333,396.000000,13.790000,8809.000000,35.000000,27.800000,0.000000,14.625556,1238.000000,35.000000
00016911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,307.383401,-52.616599,1.477529,-52.616599,-3.244574,0.123535,0.095947,-1.102783,-0.256703,1.176698,10.049254,-150.515936,-3.479012,209.484064,0.000000,-0.354248,0.196045,-0.756104,0.009788,0.123535,0.095947,-1.102783,152.800000,342.000000,13.843333,8926.000000,35.000000,20.800000,0.000000,14.632222,979.000000,35.000000
00016931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,308.055351,-51.944649,1.740459,-51.944649,-3.257995,0.036621,0.104248,-0.928223,-0.235194,1.205692,9.884174,-149.966693,-3.438871,210.033307,0.000000,-1.373291,0.550049,-1.000488,0.009788,0.036621,0.104248,-0.928223,128.200000,703.000000,13.911111,8932.000000,35.000000,22.400000,0.000000,14.643333,1047.000000,35.000000
00016954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,309.049853,-50.950147,1.661230,-50.950147,-3.053082,-0.011963,-0.091797,-1.172607,-0.220325,1.226983,10.391081,-149.005563,-3.288704,210.994437,0.000000,1.170898,-0.205811,-1.028564,0.009788,-0.011963,-0.091797,-1.172607,137.333333,932.000000,13.955556,8957.000000,35.000000,30.666667,0.000000,14.653333,1164.000000,35.000000
00016974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,310.368116,-49.631884,1.661793,-49.631884,-2.943775,-0.159912,0.026611,-0.781982,-0.242330,1.206523,10.178553,-147.593394,-3.059058,212.406606,0.000000,-0.160645,-0.091553,-1.051758,0.009789,-0.159912,0.026611,-0.781982,146.200000,936.000000,14.003333,9024.000000,35.000000,35.400000,0.000000,14.664444,1177.000000,35.000000
00016997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,312.027846,-47.972154,1.497127,-47.972154,-2.844075,-0.071533,-0.291260,-1.414307,-0.229301,1.227478,10.278056,-145.924984,-2.801927,214.075016,0.000000,-0.217773,-0.365234,-1.670410,0.009789,-0.071533,-0.291260,-1.414307,150.800000,795.000000,14.052222,9055.000000,35.000000,37.866667,0.000000,14.676667,1189.000000,35.000000
00017017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,313.860470,-46.139530,1.521130,-46.139530,-2.542371,-0.173340,-0.088623,-0.813477,-0.242205,1.250366,10.302760,-143.830219,-2.468505,216.169781,0.000000,-0.165771,-0.049072,-1.137939,0.009788,-0.173340,-0.088623,-0.813477,151.666667,700.000000,14.102222,9061.000000,35.000000,38.866667,0.000000,14.690000,1189.000000,35.000000
00017037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,315.921068,-44.078932,1.409238,-44.078932,-2.428966,0.085938,-0.037109,-0.848633,-0.231354,1.272513,10.482982,-141.759142,-2.229188,218.240858,0.000000,1.210205,0.144287,-1.084717,0.009788,0.085938,-0.037109,-0.848633,151.666667,638.000000,14.153333,9067.000000,35.000000,35.066667,0.000000,14.702222,1189.000000,35.000000
00017060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,318.187332,-41.812668,1.597702,-41.812668,-2.364544,0.041504,0.128174,-0.874512,-0.220984,1.293995,10.292912,-139.531093,-1.986795,220.468907,0.000000,-0.145508,0.603760,-0.725830,0.009788,0.041504,0.128174,-0.874512,152.933333,642.000000,14.204444,9067.000000,35.000000,30.133333,0.000000,14.712222,1164.000000,35.000000
00017080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,320.615339,-39.384661,1.721620,-39.384661,-2.476183,-0.028809,0.151611,-0.866699,-0.210276,1.316080,10.175271,-137.055027,-1.727798,222.944973,0.000000,-0.596436,0.345459,-0.798584,0.009788,-0.028809,0.151611,-0.866699,151.400000,634.000000,14.255556,9067.000000,35.000000,25.800000,0.000000,14.721111,1090.000000,35.000000
00017103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,323.192265,-36.807735,1.690640,-36.807735,-2.527029,-0.142334,0.075195,-0.961182,-0.161682,1.236525,10.443807,-136.619261,-1.960936,223.380739,0.000000,0.133545,-0.639404,-1.568848,0.009786,-0.142334,0.075195,-0.961182,155.533333,625.000000,14.306667,9074.000000,35.000000,21.000000,0.000000,14.728889,967.000000,35.000000
00017123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,44.000000,0,325.821727,-34.178273,1.771705,-34.178273,-2.519192,0.033203,0.044434,-0.843750,-0.146172,1.254520,10.544879,-133.931677,-1.692004,226.068323,0.000000,-0.042480,-0.491699,-0.648926,0.009786,0.033203,0.044434,-0.843750,156.000000,609.000000,14.358889,9080.000000,35.000000,17.866667,0.000000,14.734444,899.000000,35.000000
00017143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,40.000000,0,328.536245,-31.463755,1.990462,-31.463755,-2.554912,0.134033,0.142334,-1.088867,-0.122134,1.281634,10.466457,-129.764100,-1.204444,230.235900,0.000000,0.103760,-0.420898,-1.148438,0.011391,0.134033,0.142334,-1.088867,157.800000,573.000000,14.436667,9098.000000,35.000000,14.066667,0.000000,14.741111,862.000000,35.000000
00017170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.000000,0.000000,0.000000,25.000000,0,332.760432,-27.239568,2.221198,-27.239568,-2.726001,0.041992,0.063232,-1.067383,-0.211130,1.239638,10.301677,-133.519038,-1.305063,226.480962,0.000000,-0.209717,-0.793213,-1.089844,0.009328,0.041992,0.063232,-1.067383,154.733333,511.000000,14.490000,8766.000000,35.000000,14.466667,0.000000,14.746667,1201.000000,35.000000
00017190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.000000,0.000000,0.000000,25.000000,0,337.120279,-22.879721,2.288590,-22.879721,-2.788343,-0.013672,0.083984,-0.775146,-0.155429,1.312082,10.148072,-121.325538,0.016992,238.674462,0.000000,0.538818,0.142090,-0.762207,0.010819,-0.013672,0.083984,-0.775146,143.466667,331.000000,14.570000,7509.000000,35.000000,32.200000,136.000000,14.758889,2513.000000,35.000000
00017223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,342.885919,-17.114081,2.546434,-17.114081,-2.769469,-0.143066,0.411865,-0.871338,-0.183713,1.332094,9.437723,-114.360221,0.892667,245.639779,0.000000,-0.402588,-0.697266,-1.377197,0.010432,-0.143066,0.411865,-0.871338,140.200000,140.000000,14.663333,7170.000000,35.000000,43.266667,194.000000,14.785556,2519.000000,35.000000
00017255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,345.681094,-14.318906,2.558876,-14.318906,-2.803807,-0.065674,0.103271,-1.145752,-0.204623,1.331332,9.202633,-110.532234,1.328272,249.467766,0.000000,0.317871,-0.999268,-0.170410,0.010172,-0.065674,0.103271,-1.145752,123.066667,115.000000,14.707778,5636.000000,35.000000,53.600000,231.000000,14.801111,4115.000000,35.000000
00017275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,348.381211,-11.618789,2.603714,-11.618789,-2.836045,0.022949,0.071777,-0.827393,-0.194415,1.345656,9.158426,-107.803601,1.557111,252.196399,0.000000,0.425293,0.074219,-1.046631,0.010172,0.022949,0.071777,-0.827393,111.866667,53.000000,14.745556,5236.000000,35.000000,71.333333,345.000000,14.823333,4836.000000,35.000000
00017298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,350.916807,-9.083193,2.815475,-9.083193,-2.833826,0.186035,0.129639,-1.049805,-0.205583,1.343207,8.766786,-104.365161,1.913804,255.634839,0.000000,0.197510,0.081787,-0.767334,0.009999,0.186035,0.129639,-1.049805,104.866667,8.000000,14.781111,5119.000000,35.000000,56.533333,504.000000,14.844444,4879.000000,35.000000
00017318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,353.178408,-6.821592,3.041191,-6.821592,-2.917805,0.056885,0.120850,-0.966553,-0.195545,1.355659,8.359475,-102.063496,2.082644,257.936504,0.000000,-0.730225,-0.080078,-1.179688,0.009999,0.056885,0.120850,-0.966553,100.266667,29.000000,14.815556,5033.000000,35.000000,53.533333,551.000000,14.863333,4872.000000,35.000000
00017338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,355.156018,-4.843982,3.176447,-4.843982,-2.860674,0.218262,0.174316,-0.899658,-0.198189,1.342368,8.444031,-99.210492,2.233836,260.789508,0.000000,0.283691,-0.087646,-0.990234,0.009889,0.218262,0.174316,-0.899658,99.133333,59.000000,14.850000,4990.000000,35.000000,42.866667,673.000000,14.878889,4854.000000,35.000000
00017361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,356.761825,-3.238175,3.433207,-3.238175,-2.930566,0.072021,0.158691,-0.968018,-0.187970,1.352236,8.274605,-97.602044,2.392801,262.397956,0.000000,0.589844,-0.103271,-1.392578,0.009889,0.072021,0.158691,-0.968018,102.466667,81.000000,14.883333,4977.000000,35.000000,39.066667,846.000000,14.894444,4916.000000,35.000000
00017381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,358.113361,-1.886639,3.556536,-1.886639,-3.054339,0.097168,0.328857,-0.833740,-0.174092,1.361869,7.928158,-96.138642,2.450717,263.861358,0.000000,0.030273,-0.008301,-0.796875,0.011466,0.097168,0.328857,-0.833740,97.866667,90.000000,14.916667,4983.000000,35.000000,43.466667,912.000000,14.908889,4854.000000,35.000000
00017404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,359.857834,-0.142166,3.670048,-0.142166,-3.247840,0.097900,0.209229,-1.124512,-0.188010,1.350935,8.250171,-97.982779,2.322239,262.017221,0.000000,0.036377,-0.331299,-1.098633,0.011466,0.097900,0.209229,-1.124512,98.666667,94.000000,14.965556,4983.000000,35.000000,59.666667,771.000000,14.935556,4885.000000,35.000000
00017424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,0.808258,0.808258,3.573421,0.808258,-3.331958,0.002441,0.082520,-0.967285,-0.157639,1.324311,7.611155,-93.180439,2.415276,266.819561,0.000000,-0.596680,-0.023193,-1.093262,0.010836,0.002441,0.082520,-0.967285,101.333333,95.000000,14.998889,4990.000000,35.000000,61.866667,639.000000,14.956667,4885.000000,35.000000
00017444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,1.519756,1.519756,3.604331,1.519756,-3.442773,0.015625,0.103516,-0.960449,-0.145809,1.327845,7.688797,-92.409816,2.487537,267.590184,0.000000,0.761475,-0.435547,-0.903809,0.010836,0.015625,0.103516,-0.960449,100.333333,89.000000,15.032222,5008.000000,35.000000,63.600000,555.000000,14.976667,4897.000000,35.000000
00017467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.012775,2.012775,3.474927,2.012775,-3.581832,0.023438,0.131592,-0.882568,-0.144084,1.304627,7.523934,-91.717699,2.471334,268.282301,0.000000,0.117188,-0.118652,-0.968506,0.010425,0.023438,0.131592,-0.882568,103.133333,81.000000,15.067778,5020.000000,35.000000,69.533333,512.000000,14.998889,4909.000000,35.000000
00017487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.361700,2.361700,3.327545,2.361700,-3.723112,-0.003906,0.149414,-1.091553,-0.132777,1.305865,7.478984,-91.392548,2.489186,268.607452,0.000000,-0.106201,0.007080,-1.073486,0.010425,-0.003906,0.149414,-1.091553,99.200000,76.000000,15.101111,5014.000000,35.000000,74.200000,448.000000,15.023333,4922.000000,35.000000
00017510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.630215,2.630215,3.175055,2.630215,-3.659657,0.003418,0.068115,-0.960938,-0.121255,1.306983,7.489868,-91.114928,2.488554,268.885072,0.000000,0.017822,0.050049,-0.853760,0.010425,0.003418,0.068115,-0.960938,99.733333,77.000000,15.134444,5002.000000,35.000000,78.800000,379.000000,15.050000,4934.000000,35.000000
00017530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.785773,2.785773,2.980008,2.785773,-3.626933,0.049561,0.095215,-1.077881,-0.109511,1.308069,7.612099,-90.962410,2.478794,269.037590,0.000000,0.607422,-0.006104,-1.062500,0.010425,0.049561,0.095215,-1.077881,99.133333,88.000000,15.167778,4990.000000,35.000000,75.800000,332.000000,15.074444,4928.000000,35.000000
00017550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.825311,2.825311,2.774735,2.825311,-3.680084,-0.089844,-0.000732,-0.915039,-0.120576,1.287951,7.643071,-91.906342,2.358331,268.093658,0.000000,-0.328613,-0.091064,-1.056641,0.010157,-0.089844,-0.000732,-0.915039,98.533333,99.000000,15.200000,4983.000000,35.000000,80.933333,313.000000,15.101111,4934.000000,35.000000
00017573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.793346,2.793346,2.603266,2.793346,-3.761360,-0.038086,0.095947,-1.097412,-0.109897,1.288477,7.670248,-91.930870,2.338885,268.069130,0.000000,-0.058594,0.192627,-1.009521,0.010157,-0.038086,0.095947,-1.097412,96.133333,117.000000,15.232222,4965.000000,35.000000,80.600000,295.000000,15.127778,4934.000000,35.000000
00017593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.742253,2.742253,2.569637,2.742253,-3.681111,0.089355,0.008545,-0.820557,-0.098966,1.289326,7.609200,-92.001412,2.378229,267.998588,0.000000,-0.192627,-0.067871,-0.923096,0.010157,0.089355,0.008545,-0.820557,94.533333,131.000000,15.263333,4959.000000,35.000000,79.000000,278.000000,15.154444,4940.000000,35.000000
00017613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.644592,2.644592,2.245786,2.644592,-3.563440,-0.041748,0.056152,-1.100586,-0.095295,1.281189,8.028514,-92.002833,2.343710,267.997167,0.000000,0.309570,-0.056152,-1.096191,0.009986,-0.041748,0.056152,-1.100586,92.533333,155.000000,15.311111,4946.000000,35.000000,79.400000,283.000000,15.194444,4934.000000,35.000000
00017640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.583883,2.583883,2.115996,2.583883,-3.503021,0.062744,-0.025879,-1.012695,-0.083980,1.281868,7.996201,-92.067603,2.318071,267.932397,0.000000,0.058838,-0.002441,-1.065674,0.009986,0.062744,-0.025879,-1.012695,94.600000,165.000000,15.342222,4953.000000,35.000000,81.933333,277.000000,15.221111,4946.000000,35.000000
00017660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.507381,2.507381,2.102720,2.507381,-3.370312,-0.048584,0.077393,-0.913086,-0.067276,1.274953,7.980798,-91.917756,2.308643,268.082244,0.000000,0.298584,0.062256,-1.000244,0.009881,-0.048584,0.077393,-0.913086,94.200000,172.000000,15.374444,4953.000000,35.000000,81.600000,264.000000,15.247778,4953.000000,35.000000
00017683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.437712,2.437712,2.015419,2.437712,-3.363386,0.002197,0.008789,-0.989990,-0.055460,1.275978,7.868137,-92.008269,2.358165,267.991731,0.000000,-0.137451,-0.158447,-0.975098,0.009881,0.002197,0.008789,-0.989990,92.333333,165.000000,15.405556,4959.000000,35.000000,83.266667,255.000000,15.275556,4946.000000,35.000000
00017703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.382315,2.382315,1.958968,2.382315,-3.285118,0.071289,0.059814,-0.941895,-0.038896,1.277794,7.990019,-91.905058,2.346377,268.094942,0.000000,-0.145020,0.021240,-1.048096,0.009823,0.071289,0.059814,-0.941895,94.133333,169.000000,15.436667,4959.000000,35.000000,81.333333,250.000000,15.303333,4940.000000,35.000000
00017723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.328595,2.328595,1.907350,2.328595,-3.121421,0.032715,0.031250,-1.018555,-0.050725,1.281709,7.868984,-91.710473,2.450199,268.289527,0.000000,-0.105713,-0.022949,-1.414307,0.008568,0.032715,0.031250,-1.018555,92.533333,162.000000,15.483333,4953.000000,35.000000,81.333333,260.000000,15.343333,4946.000000,35.000000
00017746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.212563,2.212563,1.894620,2.212563,-2.908336,0.077148,0.052002,-1.067383,-0.006454,1.287768,8.112394,-91.940452,2.345553,268.059548,0.000000,0.466064,-0.178711,-0.825439,0.009793,0.077148,0.052002,-1.067383,94.333333,164.000000,15.514444,4946.000000,35.000000,80.600000,261.000000,15.370000,4940.000000,35.000000
00017766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.130559,2.130559,1.822788,2.130559,-2.931896,-0.045410,-0.007080,-0.886230,-0.032132,1.284123,7.991921,-91.687633,2.420986,268.312367,0.000000,-0.176025,0.029297,-1.379883,0.009793,-0.045410,-0.007080,-0.886230,93.000000,170.000000,15.545556,4959.000000,35.000000,82.133333,258.000000,15.397778,4946.000000,35.000000
00017789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.058321,2.058321,1.745199,2.058321,-2.867514,-0.010498,0.032715,-0.949951,0.019877,1.292997,8.049545,-92.004479,2.309818,267.995521,0.000000,-0.004150,-0.031494,-0.798828,0.009782,-0.010498,0.032715,-0.949951,91.800000,185.000000,15.576667,4940.000000,35.000000,81.133333,260.000000,15.424444,4940.000000,35.000000
00017809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.038025,2.038025,1.775059,2.038025,-2.735809,0.004639,-0.018311,-0.987061,0.033441,1.295999,8.028626,-92.029218,2.276143,267.970782,0.000000,0.163574,0.203613,-0.978516,0.009782,0.004639,-0.018311,-0.987061,88.933333,217.000000,15.605556,4934.000000,35.000000,83.466667,256.000000,15.452222,4946.000000,35.000000
00017829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.068829,2.068829,1.772531,2.068829,-2.616124,0.069824,-0.050781,-0.960205,0.033125,1.298317,8.023253,-91.856940,2.347301,268.143060,0.000000,0.095947,-0.045166,-0.988281,0.009782,0.069824,-0.050781,-0.960205,85.066667,257.000000,15.634444,4928.000000,35.000000,81.866667,245.000000,15.478889,4946.000000,35.000000
00017852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.131202,2.131202,1.790982,2.131202,-2.526134,0.062744,0.088379,-1.097412,0.046409,1.301974,8.032955,-91.815480,2.338499,268.184520,0.000000,-0.127686,0.294434,-0.878662,0.009782,0.062744,0.088379,-1.097412,84.200000,281.000000,15.663333,4916.000000,35.000000,84.000000,240.000000,15.507778,4940.000000,35.000000
00017872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.213873,2.213873,1.719718,2.213873,-2.531284,-0.053467,-0.034180,-0.812012,0.060297,1.306045,8.054629,-91.715828,2.368685,268.284172,0.000000,-0.006348,-0.140137,-0.789062,0.009782,-0.053467,-0.034180,-0.812012,86.866667,294.000000,15.692222,4928.000000,35.000000,84.600000,229.000000,15.535556,4953.000000,35.000000
00017892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.327792,2.327792,1.721618,2.327792,-2.551102,0.096436,0.040039,-0.911621,0.052007,1.302716,8.040079,-91.633517,2.330133,268.366483,0.000000,-0.149414,0.091553,-0.968262,0.011388,0.096436,0.040039,-0.911621,87.666667,286.000000,15.735556,4934.000000,35.000000,83.800000,214.000000,15.577778,4953.000000,35.000000
00017915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.390969,2.390969,1.619355,2.390969,-2.489537,-0.011475,0.052490,-0.931641,0.065831,1.306503,8.089625,-91.565851,2.370231,268.434149,0.000000,0.333740,-0.054688,-0.942871,0.011388,-0.011475,0.052490,-0.931641,88.600000,272.000000,15.764444,4934.000000,35.000000,88.400000,204.000000,15.606667,4953.000000,35.000000
00017935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.427610,2.427610,1.706912,2.427610,-2.550621,0.080811,0.096191,-1.143799,0.079159,1.310329,8.005390,-91.550271,2.315970,268.449729,0.000000,-0.141357,0.251221,-0.962646,0.011388,0.080811,0.096191,-1.143799,90.133333,253.000000,15.794444,4940.000000,35.000000,85.866667,198.000000,15.635556,4959.000000,35.000000
00017958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.466076,2.466076,1.832754,2.466076,-2.381333,0.047852,0.011475,-1.016602,0.093136,1.314373,8.022668,-91.537499,2.327663,268.462501,0.000000,0.224854,0.029785,-1.117188,0.011388,0.047852,0.011475,-1.016602,90.200000,237.000000,15.825556,4940.000000,35.000000,85.466667,193.000000,15.664444,4953.000000,35.000000
00017978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.505248,2.505248,1.630393,2.505248,-2.371776,-0.002197,0.032715,-1.004150,0.084523,1.321148,8.301252,-91.521735,2.298133,268.478265,0.000000,0.142578,0.409668,-0.562744,0.010823,-0.002197,0.032715,-1.004150,90.066667,237.000000,15.854444,4940.000000,35.000000,86.133333,189.000000,15.693333,4959.000000,35.000000
00017998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.544232,2.544232,1.543060,2.544232,-2.262564,0.018799,-0.008789,-0.837158,0.098215,1.325943,8.268264,-91.530231,2.379480,268.469769,0.000000,0.123047,0.105225,-1.269531,0.010823,0.018799,-0.008789,-0.837158,89.733333,245.000000,15.884444,4934.000000,35.000000,87.000000,186.000000,15.722222,4959.000000,35.000000
00018021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.556882,2.556882,1.732154,2.556882,-2.162584,-0.048340,0.108887,-1.170410,0.114423,1.316509,8.081644,-91.385561,2.276939,268.614439,0.000000,-0.156738,0.497803,-0.303955,0.010441,-0.048340,0.108887,-1.170410,88.666667,247.000000,15.914444,4934.000000,35.000000,83.400000,205.000000,15.756667,4940.000000,35.000000
00018041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.582924,2.582924,1.853171,2.582924,-2.086249,0.067627,0.059326,-0.918701,0.128739,1.320610,8.008657,-91.360556,2.283116,268.639444,0.000000,0.185303,0.402832,-1.211426,0.010441,0.067627,0.059326,-0.918701,90.666667,243.000000,15.944444,4940.000000,35.000000,86.933333,217.000000,15.785556,4953.000000,35.000000
00018061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.000000,0.000000,0.000000,0.000000,0,2.639899,2.639899,1.550209,2.639899,-2.141356,0.054199,-0.043945,-0.849365,0.144999,1.317029,8.339314,-91.136450,2.222683,268.863550,0.000000,0.918701,-0.181885,-1.162842,0.010184,0.054199,-0.043945,-0.849365,87.133333,242.000000,15.988889,4934.000000,35.000000,87.333333,200.000000,15.827778,4946.000000,35.000000
